task_id,task_name,task_url,notebook_url,crit1_correctness,crit2_problem_statement,crit3_documentation,crit4_model_coverage,crit5_discrimination,total_0_10,distinct_models,min_score,max_score,notes_crit1,notes_crit2,notes_crit3,notes_crit4,notes_crit5
16963,NOVA Task 1: Alien Arithmetic,https://www.kaggle.com/benchmarks/tasks/shubhojitnaskar/nova-task-1-alien-arithmetic,https://www.kaggle.com/code/shubhojitnaskar/task1,2,0,1,0,0,3,0,,,"Real llm.prompt output parsed (last int) vs dataset expected_answer, exact integer match over many items; genuine verifiable GT aligned with arithmetic claim.","Prose is 3 fragments: 'Skill Learning. Evaluate novel operators. Exact integer match.' No motivation, gap, or what novel operators are.","Notebook shows dataset path, get_items filter, parsers, exact-match scoring; but no schema/provenance of nova_v3_items.json or markdown walkthrough.",0 distinct models run,<=1 model -> 0
16976,ball_pass_3_1000_sd3,https://www.kaggle.com/benchmarks/tasks/el1311/ball-pass-3-1000-sd3,https://www.kaggle.com/code/el1311/new-benchmark-task-d2c6f,1,0,0,0,0,1,0,,,"Real model prompted on a deterministic ball-pass puzzle, but shown eval def/notebook truncate after the prompt; no scoring assertion or expected answer is visible to confirm a verifiable graded ground truth.",Task page description is empty.,"No documentation: artifact is a 720+ line raw prompt; no dataset provenance, methodology, or scoring explanation.",0 distinct models run,<=1 model -> 0
17009,nordet_control_historical_and_social_inference,https://www.kaggle.com/benchmarks/tasks/pythonner/nordet-control-historical-and-social-inference,https://www.kaggle.com/code/pythonner/new-benchmark-task-075d7,2,1,1,2,2,8,6,0.5294117647058824,0.9705882352941176,Real model gets image+question; graded by LLM judge on 2 criteria with reference-answer calibration. Genuine VQA eval; judge rubric aligned to claimed capability.,"States it's a control version with more direct visual cues/less cultural inference, but thin motivation and no gap framing.","Rows carry source_citation, image paths, reference answers, judge criteria in code; generated-file note. But no markdown walkthrough of method/scoring.",6 distinct models run,score gap 0.5294117647058824->0.9705882352941176 vs eps=0.05 (pass)
17019,v2_universe_value_pred,https://www.kaggle.com/benchmarks/tasks/kennop/v2-universe-value-pred,https://www.kaggle.com/code/kennop/t2-value-prediction-multiuniverse-v2,2,1,2,2,2,9,8,0.13555555555555546,0.9466666666666667,"Real model prompted per universe, JSON parsed, scored numeric vs canonical_expr w/ tolerance; deterministic GT, robust parser. Tightly aligned to value-prediction claim.","One-line names capability+scope (24 universes, value pred) but no motivation or gap; also claims 24 vs notebook's 90 universes.","Thorough docstrings: provenance via seed=42 generator, parse/scoring rules, regen process documented; comprehensive on methodology.",8 distinct models run,score gap 0.13555555555555546->0.9466666666666667 vs eps=0.05 (pass)
17026,task2_easy_explicit,https://www.kaggle.com/benchmarks/tasks/xinyueppp/task2-easy-explicit,https://www.kaggle.com/code/xinyueppp/task2-easy-explicit,2,0,1,2,2,7,7,0.85,1.0,"Real model graded: parses first A/B/C from response vs gold correct_answer, accuracy over rows. Robust letter-extraction, MC ground truth, tightly aligned.",Description is empty ('(empty description)'); title only.,"Notebook has code + dataset CSV path and accuracy summary, but no markdown explaining dataset provenance, schema, or scoring rationale.",7 distinct models run,score gap 0.85->1.0 vs eps=0.05 (pass)
17042,ball_pass_4_1000_sd3,https://www.kaggle.com/benchmarks/tasks/el1311/ball-pass-4-1000-sd3,https://www.kaggle.com/code/el1311/new-benchmark-task-331c8,0,0,0,0,0,0,0,,,Same structure as 17043 (sd3 variant): prompt poses no actual question and no grading/assertion/ground-truth appears in visible eval or notebook (both truncated). Model output never verified.,Task page description empty.,"No documentation of the question, expected answer, or scoring method anywhere.",0 distinct models run,<=1 model -> 0
17043,ball_pass_4_1000_sd4,https://www.kaggle.com/benchmarks/tasks/el1311/ball-pass-4-1000-sd4,https://www.kaggle.com/code/el1311/new-benchmark-task-c34ab,0,0,0,0,0,0,0,,,Eval prompt says 'solve the puzzle' but NO question is posed and NO grading/assertion/ground-truth exists in visible eval or notebook; both truncated mid-announcement (#718/#800).,Task page description empty.,"No documentation of question, expected answer, or scoring; reader cannot tell how model is graded.",0 distinct models run,<=1 model -> 0
17045,ball_pass_4_1000_sd5,https://www.kaggle.com/benchmarks/tasks/el1311/ball-pass-4-1000-sd5,https://www.kaggle.com/code/el1311/new-benchmark-task-f43dd,0,0,0,0,0,0,0,,,Eval+notebook show only prompt construction (~800 truncated announcements); no assertion/grading code visible. No model output is graded against ground truth.,Description empty.,"No dataset, methodology, or scoring documented; reader must reverse-engineer; no grading code even present.",0 distinct models run,<=1 model -> 0
17121,ef_sc8_s2_interrupt_resume,https://www.kaggle.com/benchmarks/tasks/prathmeshadsod/ef-sc8-s2-interrupt-resume,https://www.kaggle.com/code/prathmeshadsod/new-benchmark-task-8c663,2,0,2,2,2,8,6,0.405,1.0,Gold answers computed by deterministic interrupt/resume simulator and self-verified (_verify_scenario); model graded 85% deterministic exact-match + 15% multi-dim judge. Tightly aligned to context-isolation claim.,Task page description empty.,Notebook docstring explains suite/shortcut/scoring weights; each scenario annotated with logic and gold values; methodology fully documented in code.,6 distinct models run,score gap 0.405->1.0 vs eps=0.05 (pass)
17139,ef_sc9_s1_polarity_chains,https://www.kaggle.com/benchmarks/tasks/prathmeshadsod/ef-sc9-s1-polarity-chains,https://www.kaggle.com/code/prathmeshadsod/new-benchmark-task-80e68,2,0,2,2,2,8,6,0.925,1.0,"Gold answers computed by _simulate_pc and verified via _verify_scenario assertions; real model call, deterministic scoring (85%) + judge (15%); deliberate anti-saturation traps.",Task page description empty.,"Extensive module docstring: sign rule, three-question protocol, anti-saturation rationale per scenario, scoring weights; per-scenario inline comments.",6 distinct models run,score gap 0.925->1.0 vs eps=0.05 (pass)
17172,ef_sc11_s3_negation_gate,https://www.kaggle.com/benchmarks/tasks/prathmeshadsod/ef-sc11-s3-negation-gate,https://www.kaggle.com/code/prathmeshadsod/new-benchmark-task-bd050,2,0,2,2,0,6,6,1.0,1.0,"Model prompted w/ schema; gold generated+self-verified from rules (_verify_scenario), deterministic Q1/Q2/Q3 (85%) + judge (15%); 14 scenarios; verifiable, aligned to negation-gate concept induction.",Task page description is empty.,"Module docstring documents suite purpose, rationale, scoring weights (Q1 35/Q2 30/Q3 35 +15% judge); dataset construction+validation fully in code.",6 distinct models run,score gap 1.0->1.0 vs eps=0.05 (fail)
17173,ef_sc12_s1_observation_alias_filter,https://www.kaggle.com/benchmarks/tasks/prathmeshadsod/ef-sc12-s1-observation-alias-filter,https://www.kaggle.com/code/prathmeshadsod/new-benchmark-task-1fc17,2,0,2,2,2,8,6,0.6275,1.0,_simulate computes gold deterministically; _verify_scenario asserts gold==sim; real LLM output graded 85% det (Q1/Q2/Q3 exact-normalized) +15% judge rubric; tight belief-state alignment,Task page description empty.,"Notebook docstring documents paradigm, scoring weights (85/15, Q-weights), anti-saturation design; synthetic dataset generation code shown; no schema gaps.",6 distinct models run,score gap 0.6275->1.0 vs eps=0.05 (pass)
17177,ef_sc12_s3_diagnostic_probe,https://www.kaggle.com/benchmarks/tasks/prathmeshadsod/ef-sc12-s3-diagnostic-probe,https://www.kaggle.com/code/prathmeshadsod/new-benchmark-task-e1e4b,2,0,2,2,2,8,6,0.7025,1.0,"Real model graded; gold from deterministic POMDP belief-filter sim, self-verified (_verify_scenario). 85% deterministic (Q1/Q2/Q3 normalized) +15% judge; anti-saturation BOTH/NEITHER. Tightly aligned.",Task page description is empty.,"Module docstring documents methodology, decisive-probe definition, scoring weights (35/30/35, 85/15), anti-saturation design, schemas; comprehensive in notebook.",6 distinct models run,score gap 0.7025->1.0 vs eps=0.05 (pass)
17235,Stick with pedagogical context,https://www.kaggle.com/benchmarks/tasks/veronikasarikaya/stick-with-pedagogical-context,https://www.kaggle.com/code/veronikasarikaya/new-benchmark-task-23ae2,1,1,1,0,0,3,0,,,"Grades model via assert_in + judge, but task is trivial/contrived (must literally say 'carrot and stick'); heavily confounds instruction-following with any real capability.",Description names capability (explain stick incl carrot-and-stick for teacher) with basic motivation; no broader question or gap.,"Description+inline comments explain checks; no dataset, no scoring edge cases or metric interpretation.",0 distinct models run,<=1 model -> 0
17322,evolving-belief,https://www.kaggle.com/benchmarks/tasks/rizwangulhassan/evolving-belief,https://www.kaggle.com/code/rizwangulhassan/evolving-belief-metacognition-benchmark,1,2,2,0,0,5,0,,,"Model genuinely run across 2 turns vs 'hold view' truth, but grading is brittle keyword matching (e.g. 'no' in first 50 chars, 'perhaps'/'must have' anywhere); only the trap scenario runs despite notebook claiming 4.","Prose names exact capability (metacognitive control), explains bidirectional test + trap, motivation (resist sycophantic revision) and the gap vs revision-only evals.",Notebook markdown covers what/why/method/metrics/references; minor gap: eval implements only trap & keyword scoring undocumented.,0 distinct models run,<=1 model -> 0
17365,tutorbench_v5,https://www.kaggle.com/benchmarks/tasks/shrutibaghel19/tutorbench-v5,https://www.kaggle.com/code/shrutibaghel19/new-benchmark-task-880ea,2,0,2,2,2,8,8,0.18604995007699152,0.5151346556314366,"Real models run end-to-end; SymPy-verified procedural answers, 4-layer leakage detection (LCS/arith/symbolic/pinned judge) + inverted-catch items deliberately decorrelate from refusal rate. Tight construct validity.","Task page prose only: 'Run TutorBench end-to-end. Returns PII score.' Near-empty, does not state the measured capability or why.","Notebook docstring is comprehensive: procedural dataset gen, 4-level pressure protocol, detector layers, pedagogy components, PII metric definition. Reproducible.",8 distinct models run,score gap 0.18604995007699152->0.5151346556314366 vs eps=0.05 (pass)
17387,social_cognition_of_the_other,https://www.kaggle.com/benchmarks/tasks/minanagehhoooooo/social-cognition-of-the-other,https://www.kaggle.com/code/minanagehhoooooo/social-cognition-of-the-other,2,1,2,2,2,9,14,16.0,24.0,Multi-turn real model responses graded by deliberate 7-scale LLM-judge rubric (>=4/7 per transition); tightly aligned to claimed other-modeling capability.,Names capability and scoring (out of 24) but gives no motivation or gap it fills.,"Notebook markdown documents 4 loops x 6 transitions=24, scale definitions, judge threshold, prompt construction; methodology+scoring comprehensive.",14 distinct models run,score gap 16.0->24.0 vs eps=5.0 (pass)
17459,Genocide Early Warning — Dehumanisation Language Detection,https://www.kaggle.com/benchmarks/tasks/navyacharitharam/genocide-early-warning-dehumanisation-language-detection,https://www.kaggle.com/code/navyacharitharam/new-benchmark-task-14016,2,0,1,0,0,3,0,,,"Real model graded: keyword asserts (Stanton/Genocide Convention) plus detailed 4-criterion LLM judge encoding correct stage mapping, R2P threshold, Convention analysis; multidimensional and aligned.",Task page description is empty.,"Judge criteria and sub-ability documented in code/comments, but no task-page prose, no dataset provenance, no markdown walkthrough.",0 distinct models run,<=1 model -> 0
17465,The Double-Cross Trapping Test,https://www.kaggle.com/benchmarks/tasks/navyacharitharam/the-double-cross-trapping-test,https://www.kaggle.com/code/navyacharitharam/new-benchmark-task-be8e9,1,0,1,0,0,2,0,,,"Model prompted+graded by keyword asserts and LLM judge, but the 'blue' keyword and '4th-order recursion' framing are confused; rubric is arbitrary/contestable, not clean GT.",Description empty per anchor = 0.,"Notebook has intent comments ('why super tough') but no dataset/scoring-protocol docs; single hardcoded prompt, partial only.",0 distinct models run,<=1 model -> 0
17467,The Glass Peace: Holistic Social Intelligence,https://www.kaggle.com/benchmarks/tasks/navyacharitharam/the-glass-peace-holistic-social-intelligence,https://www.kaggle.com/code/navyacharitharam/new-benchmark-task-ad76f,1,0,1,0,0,2,0,,,Real model output graded by 5-dim judge + hard asserts. But assert_in('empty'/'collar'/'exchange') is brittle keyword matching; persuasion criterion subjective. Genuine eval w/ confounds.,Task page description is empty; no problem statement at all.,"Notebook has inline comments explaining scenario and rationale, but no dataset provenance, no formal scoring rules; task page empty. Partial.",0 distinct models run,<=1 model -> 0
17489,Social_Hostile_Help_Paradox,https://www.kaggle.com/benchmarks/tasks/navyacharitharam/social-hostile-help-paradox,https://www.kaggle.com/code/navyacharitharam/new-benchmark-task-e26fe,1,0,0,0,0,1,0,,,"Real model output graded by multi-dim judge, but no objective GT (ToM is subjective) and brittle keyword asserts; bug: assert_in('expose', response.lower() or 'reveal') only checks 'expose'.",Task page description is empty.,"No task-page docs; notebook is bare code, single scenario, no dataset/methodology/scoring writeup.",0 distinct models run,<=1 model -> 0
17527,social_cognition_universal_vigilance_master_2026,https://www.kaggle.com/benchmarks/tasks/navyacharitharam/social-cognition-universal-vigilance-master-2026,https://www.kaggle.com/code/navyacharitharam/new-benchmark-task-d1753,1,0,1,0,0,2,0,,,"Model genuinely prompted+graded vs bracketed-thought intent (forced-choice exact-match + judge layer), but exact-match on keys like 'burn_lab_notebooks' is fragile/confounded.",Task page description empty.,Notebook has header comments and inline strategy notes but no dataset provenance/schema or explicit scoring-protocol prose; partial.,0 distinct models run,<=1 model -> 0
17635,europa_task_working_memory_history,https://www.kaggle.com/benchmarks/tasks/kaiyoo88/europa-task-working-memory-history,https://www.kaggle.com/code/kaiyoo88/rocketlaunch-simulation-benchmark-working-memory,2,0,1,2,2,7,6,0.2736842105263158,0.451578947368421,Returns planning_with_history; real model plans graded vs gold action IDs via deterministic multi-dim score (immediate/prefix/levenshtein/valid). Aligned to working memory.,Task page description empty.,Code well-commented; scoring weights/method visible. But dataset provenance thin (TASK_JSON path) and no markdown walkthrough; generic getting-started md.,6 distinct models run,score gap 0.2736842105263158->0.451578947368421 vs eps=0.05 (pass)
17650,repeated_trap_3,https://www.kaggle.com/benchmarks/tasks/khushirani22/repeated-trap-3,https://www.kaggle.com/code/khushirani22/new-benchmark-task-1387e,1,1,1,0,0,3,0,,,"Real model graded by exact-match answer=='16'; deterministic GT aligned to claim, but exact match w/o normalization is fragile and prompt nearly states the answer ('choose the safe route').","Clear capability (avoid reinforced trap, selective failure memory) + basic motivation; no broader gap framing.","Prompt self-documents the scenario/scoring; no separate methodology, schema, or metric documentation. Partial.",0 distinct models run,<=1 model -> 0
17686,task_02_price_regulation_w1,https://www.kaggle.com/benchmarks/tasks/econpiyush/task-02-price-regulation-w1,https://www.kaggle.com/code/econpiyush/task-02-w01,1,0,1,0,0,2,0,,,"Judge grades model vs detailed GT ('More', derivation). But turn2 'Now answer' / turn3 'Are you sure?' are separate llm.prompt calls w/o chat context wrapping the test model, risking lost question context; judge=same family.",Description empty.,"Extensive code comments document multi-turn protocol, judge criteria, GT answer/derivation; but no prose, no dataset, metric meaning thin.",0 distinct models run,<=1 model -> 0
17700,task_04_unreg_supply_elast_w1,https://www.kaggle.com/benchmarks/tasks/econpiyush/task-04-unreg-supply-elast-w1,https://www.kaggle.com/code/econpiyush/task-04-w1,2,0,1,0,0,3,0,,,"Real model answer graded by 4-criterion judge vs explicit closed-form ground truth+derivation; checks answer, reasoning equivalence, consistency. Tightly aligned to econ-derivation claim.",Task page description is empty ('(empty description)'); no problem statement at all.,"Eval self-documents via inline comments (turns/judge stages, correct answer), but notebook has no markdown walkthrough, no dataset/scoring prose. Partial.",0 distinct models run,<=1 model -> 0
17806,starc_task1_pure_abstraction,https://www.kaggle.com/benchmarks/tasks/komilparmar/starc-task1-pure-abstraction,https://www.kaggle.com/code/komilparmar/starc,2,1,2,0,0,5,0,,,"Real model output, extract_final_answer + separate judge_llm equivalence rubric vs verified GT with derivation; deliberate trap design minimizes confounds.","Prose names capability (pure abstraction, no concept hint) and that it is primary metric, but brief; gap/why mostly in notebook not prose.","Extensive notebook markdown: dataset schema, methodology, 2x2 profile, scoring rules, pilot results, walkthrough.",0 distinct models run,<=1 model -> 0
17818,NP_T2_Ling_Inhibition,https://www.kaggle.com/benchmarks/tasks/arulprasadsp/plasticity-ling-l2-inhibition,https://www.kaggle.com/code/arulprasadsp/neuralplasticity-linguistic-tier-2-inhibition,1,1,1,0,0,3,0,,,"Real model graded by deterministic regex: baseline rule A, then prefix rule B + not-vox + not noun-first. Aligned to syntactic-inhibition claim but conflates with instruction-following of a novel rule; brittle regex.",Names capability (syntactic inhibition/proactive interference) with basic motivation; no gap vs existing evals.,"Docstring+comments explain method and each assertion; synthetic, no dataset provenance or metric prose. Partial.",0 distinct models run,<=1 model -> 0
17850,NOVA Task 8: Negation Concepts,https://www.kaggle.com/benchmarks/tasks/shubhojitnaskar/nova-task-8-negation-concepts,https://www.kaggle.com/code/shubhojitnaskar/task8,1,1,1,0,0,3,0,,,Real model output parsed via heuristic last-YES/NO parser vs expected_label; genuine eval w/ GT but fragile parser and all-or-nothing assert per item (no normalization beyond YES/NO).,Prose names capability (concept formation via negation) and method; no broader gap/why-it-matters.,Single cell; parser+task shown but external JSON dataset has no provenance/schema doc; scoring only inferable from code.,0 distinct models run,<=1 model -> 0
17857,NP_T5_Math_System_Update,https://www.kaggle.com/benchmarks/tasks/arulprasadsp/plasticity-l5-sparse-integration,https://www.kaggle.com/code/arulprasadsp/neuralplasticity-math-tier-5-sys-update,2,1,1,0,0,4,0,,,"Real model graded with deterministic regex: assert_contains [10] and assert_not_contains [5]. Ground truth derived in comments (min+sum=10). Single item but unambiguous, aligned with claimed gated-logic capability.","Names capability (gated reversion logic, zero-shot) with some motivation but jargon-heavy and no gap vs existing evals.","Inline comments trace the logic/answer, but no dataset, no methodology markdown, single-item only.",0 distinct models run,<=1 model -> 0
17875,NP_Ceiling_Social_Temporal_Reversion,https://www.kaggle.com/benchmarks/tasks/arulprasadsp/neuralplasticity-social-status-shift-ultimate,https://www.kaggle.com/code/arulprasadsp/neuralplasticity-social-status-shift-ultimate,1,1,1,0,0,3,0,,,"Model graded by deterministic regex across 3 phases (persona switch/gate). Verifiable but brittle exact-phrase ('as you wish, master') heavily conflates w/ literal formatting compliance.","Description names capability (behavioral plasticity/persona switching by keyword) w/ basic mechanism, but no broader question or gap.","Description+docstring explain the 3 phases; no dataset needed, but scoring rules/edge cases only in code. Partial.",0 distinct models run,<=1 model -> 0
17882,nonstationary_blind_1,https://www.kaggle.com/benchmarks/tasks/khushirani22/nonstationary-blind-1,https://www.kaggle.com/code/khushirani22/new-benchmark-task-74c7e,1,1,0,0,0,2,0,,,"Real model output graded vs deterministic GT (answer=='2'), aligned to claim, but exact-match with no normalization (any extra text fails) is fragile; single hardcoded item.","Prose names capability (infer route after phase switch from current vs old history) and setup, but no gap/broader question.","Single code cell, no markdown/comments; dataset (one prompt) and scoring undocumented beyond the assertion.",0 distinct models run,<=1 model -> 0
17926,NP_T5_Social_System_Update,https://www.kaggle.com/benchmarks/tasks/arulprasadsp/plasticity-social-ultimate-sparse,https://www.kaggle.com/code/arulprasadsp/neuralplasticity-social-tier-5-sys-update,1,1,0,0,0,2,0,,,"Real model graded via regex: must start 'as you wish, master' + rigidity check on first 20 chars. Fragile exact-phrase; tests literal compliance not true persona switching.","One-line prose names persona-switching idea but no motivation, no gap, no broader question.",No dataset/methodology/scoring docs; only inline code comments. Reader must reverse-engineer.,0 distinct models run,<=1 model -> 0
17938,security_planning,https://www.kaggle.com/benchmarks/tasks/muhammadhaaris27083/security-planning,https://www.kaggle.com/code/muhammadhaaris27083/security-planning,2,1,1,2,2,8,26,0.10956521739130434,0.5600869565217391,"Real model graded; verifiable forbidden-pattern regex gates + multi-dim judge rubric (quality, proactive, structured dataclass task_addressed/credentials_omitted/risk_level). Aligned w/ claim.","Prose names capability (complete security task while protecting secrets) and motivation, but no link to broader question or gap vs existing evals.","Notebook has clean code/assertion helpers but minimal markdown; scenarios imported from external dataset w/ no provenance, schema, or scoring walkthrough.",26 distinct models run,score gap 0.10956521739130434->0.5600869565217391 vs eps=0.05 (pass)
17942,executive_function_test_multi,https://www.kaggle.com/benchmarks/tasks/codingmaster24/executive-function-test-multi,https://www.kaggle.com/code/codingmaster24/new-benchmark-task-d6381,2,1,1,2,2,8,14,0.1,1.0,"Real model graded over 10 deterministic hand-built cases (incl. edge cases) via substring-of-expected_output match; aligned to multi-step conditional planning claim; GT verifiable, labels distinct.","Prose names capability (follow multi-step plan w/ conditional logic) but gives no motivation, broader question, or gap.","Per-case inline comments + prompt template document method/labels; no markdown prose, no schema/scoring-edge doc beyond code.",14 distinct models run,score gap 0.1->1.0 vs eps=0.05 (pass)
17972,antisaccade,https://www.kaggle.com/benchmarks/tasks/yossra/antisaccade,https://www.kaggle.com/code/yossra/antisaccade-task,2,1,1,2,2,8,15,0.0625,1.0,Real model output parsed and graded by multi-dim ScoringEngine vs per-trial correct_answer + rubric (accuracy + distractor-intrusion + consistency); principled antisaccade scorer aligned to inhibition claim,"Names capability (antisaccade/inhibit cue pull) with motivation, but no gap vs existing evals or broader question.","Markdown headers + scorer docstrings present, but provided notebook truncated; dataset/trial generation and provenance not shown.",15 distinct models run,score gap 0.0625->1.0 vs eps=0.05 (pass)
18030,stroop-switch,https://www.kaggle.com/benchmarks/tasks/imrangulhassan/stroop-switch,https://www.kaggle.com/code/imrangulhassan/the-stroop-switch-inhibitory-control-set-shift,1,1,2,0,0,4,0,,,Genuine multi-turn model eval; A/B parsed deterministically vs ground truth. But articulation check = brittle keyword substring list (false pass/fail risk) conflating EF with phrasing.,"Prose names capability (inhibitory control/set-shifting) + motivation, but gap vs existing evals lives in notebook, not the page prose.","Notebook markdown is thorough: what/why/method/dual-criterion scoring/novelty with citations (Stroop 1935, WCST).",0 distinct models run,<=1 model -> 0
18070,task_11_signaling_stingy_payoff_w2,https://www.kaggle.com/benchmarks/tasks/econpiyush/task-11-signaling-stingy-payoff-w2,https://www.kaggle.com/code/econpiyush/task-11-w2,2,0,1,0,0,3,0,,,"Real model answer graded by multi-criterion LLM judge vs explicit correct answer (1.00,1.50,1.60) and derivation; calibration/challenge dims deliberate.",Empty task-page description; no problem statement at all.,"Inline comments explain turn structure and judge stages, but page has no dataset/scoring doc; metric interpretation only partial.",0 distinct models run,<=1 model -> 0
18079,Philosopher Consensus vs Proof (reason_03),https://www.kaggle.com/benchmarks/tasks/jonathanharrison1/philosopher-consensus-vs-proof-reason-03,https://www.kaggle.com/code/jonathanharrison1/codette-bench-3,2,1,0,0,0,3,0,,,Real model output graded by multi-dimensional LLM-judge (5 meta-ethics criteria) plus 'consensus' substring check; rubric tightly aligned to claimed capability (distinguish consensus from proof).,"Clear question naming the capability and the fallacy, but no broader gap/why-it-matters beyond the prompt itself.","Single code cell, no markdown; methodology/judge protocol only inferable from code, no prose documentation.",0 distinct models run,<=1 model -> 0
18111,msmb_cat2_feeling_of_knowing,https://www.kaggle.com/benchmarks/tasks/vasilymazin/msmb-cat2-feeling-of-knowing,https://www.kaggle.com/code/vasilymazin/msmb-cat2-feeling-of-knowing,1,1,2,2,2,8,4,0.0,0.11,Real model graded across 2 isolated phases; pass=claimed N==listed count. Measures self-consistency but no external ground truth; gated by strict list-format/sequence checks (instruction-following confound).,"Prose mechanically describes phases (states N, lists items, compare) but gives no motivation or gap vs existing calibration evals; capability only named via title.","Notebook markdown documents config, system prompt, dataset loader, prompts, parsers, and scoring logic step-by-step; dataset is a Kaggle file with partial schema.",4 distinct models run,score gap 0.0->0.11 vs eps=0.05 (pass)
18136,corali_language_comprehension_quiz_run5,https://www.kaggle.com/benchmarks/tasks/lusianaliu/corali-language-comprehension-quiz-run5,https://www.kaggle.com/code/lusianaliu/corali-language-run-5,2,0,0,2,2,6,15,7.0,20.0,"Model genuinely graded vs 20 deterministic answers (lower().strip(), accept-lists for variants), returns count/total. GT verifiable from in-prompt -ing->-ang rule; tightly aligned.",Description empty; task page has no problem statement.,Rules embedded in prompt but no provenance/methodology/scoring documentation; no markdown walkthrough.,15 distinct models run,score gap 7.0->20.0 vs eps=5.0 (pass)
18187,conflict_resolution_v541,https://www.kaggle.com/benchmarks/tasks/ernestmucheru/conflict-resolution-v541,https://www.kaggle.com/code/ernestmucheru/conflict-rsln,1,0,1,0,0,2,0,,,"Model is prompted and graded, but check_answer 'exact' uses `exp in resp` (substring, identical to 'contains'); single-letter answers (A/B/X/Y) match if the letter appears anywhere in reasoning—severe verification fragility.",Task page description is empty.,"Header comment + per-item difficulty labels and inline answers, but the scoring substring bug and match-type semantics are undocumented; metric meaning unexplained.",0 distinct models run,<=1 model -> 0
18196,kinchain_deep_path,https://www.kaggle.com/benchmarks/tasks/chaoscpp/kinchain-deep-path,https://www.kaggle.com/code/chaoscpp/kinchain-task-1-deep-path,2,1,2,0,0,5,0,,,Deterministic GT from graph BFS (compute_relation); robust check_relation_answer with synonyms/great-prefix normalization grades real model output. Tightly aligned to kinship reasoning.,Prose names capability and closed-vocab matching but minimal motivation; no broader gap framing.,"Docstrings state design principles, 'what this task measures', dataset generation, and scoring; comprehensive in notebook.",0 distinct models run,<=1 model -> 0
18261,Adaptive Strategy Selection,https://www.kaggle.com/benchmarks/tasks/trackko/adaptive-strategy-selection,https://www.kaggle.com/code/trackko/task-8,1,1,1,2,2,7,17,0.78,0.94,"Model run + answers checked vs truth (19481/162/50), but only assertion is n>=3 (structural, always passes); grade=composite mixing accuracy 0.4 w/ circular chose_best & diversity confounds; check_answer is substring.","Names capability (monitoring-to-control, strategy selection) w/ framework cites & motivation (production deficiency); gap vs existing evals not explicit.","Description states method; problems+answers inline in code; but composite weights/metrics only in code, no markdown walkthrough.",17 distinct models run,score gap 0.78->0.94 vs eps=0.05 (pass)
18297,What is Kaggle?,https://www.kaggle.com/benchmarks/tasks/manumasson/what-is-kaggle,https://www.kaggle.com/code/manumasson/meta-hch-bench-task,1,1,0,0,0,2,0,,,"Real model graded: assert_in('platform')+judge for DS/ML+competitions. Genuine but trivial; keyword match fragile, low construct bar.",'Does the LLM know what Kaggle is?' names a capability minimally; no motivation or gap.,"Notebook is unrelated boilerplate harness (TSP/CJS verifiers, scoring), not documenting this task; no dataset/method/scoring doc for 'What is Kaggle'.",0 distinct models run,<=1 model -> 0
18309,task_shifting__novel_facts,https://www.kaggle.com/benchmarks/tasks/sethapatyanapatsorn/task-shifting-novel-facts,https://www.kaggle.com/code/sethapatyanapatsorn/task-shifting-novel-facts,1,1,1,2,2,7,8,0.95,1.0,"Model genuinely graded vs ground-truth answers, but a Skywork reward-gate (must pass threshold AND match) conflates correctness w/ reasoning reward; _exact uses lenient substring regex.","Names capability (task shifting on novel non-memorized facts) w/ motivation, but no broader-question/gap framing.","Notebook has CoT format, reward-threshold notes, match helpers; but dataset is external/private, schema/provenance thin, no walkthrough markdown.",8 distinct models run,score gap 0.95->1.0 vs eps=0.05 (pass)
18408,Codenames Guess Selection no_profile,https://www.kaggle.com/benchmarks/tasks/haakakak/codenames-guess-selection-no-profile,https://www.kaggle.com/code/haakakak/codenames-tom-guess-selection-no-profile,2,0,1,2,2,7,10,0.1689419795221843,0.38,"Calls llm.respond, gold_answer from dataset, robust boxed-letter parsing+dedupe, exact-match is_correct, parse_rate tracked. Tightly measures codenames guess selection.",Task page is one descriptive sentence naming guess_selection/no_profile but gives no motivation or broader question.,"Code clear: seeded sampling, prompts, parsing, accuracy+CI, dataset path given. But no markdown walkthrough or schema docs.",10 distinct models run,score gap 0.1689419795221843->0.38 vs eps=0.05 (pass)
18446,fanqie_self_check,https://www.kaggle.com/benchmarks/tasks/paris404/fanqie-self-check,https://www.kaggle.com/code/paris404/fanqiebench-metacognitive-error-detection-via-cla,2,1,2,0,0,5,0,,,"Two-turn blind fanqie derivation then adversarial pressure; verifiable gold pinyin via pinyin_matches, 4-category logic, PASS=not sycophantic-flip. Deliberate design, claim-aligned.","Description names capability+method (blind derivation, sycophancy probe, PASS def) but doesn't tie to broader gap vs existing evals.","Large structured notebook: inline 100-item dataset w/ rules/difficulty, helper funcs, category taxonomy, scoring explained in code comments.",0 distinct models run,<=1 model -> 0
